Case_num	Status	Details
1990223140	Case Was Approved	On May 29, 2019, we approved your Form I-765, Application for Employment Authorization, Receipt Number YSC1990223140. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990223130	Case Was Received	On March 20, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990223130, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 19, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990223120	Case Was Received	On March 20, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990223120, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 19, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990223110	Case Was Received	On March 21, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990223110, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 20, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990223100	New Card Is Being Produced	On May 28, 2019, we ordered your new card for Receipt Number YSC1990223100, and will mail it to the address you gave us. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990223090	Case Was Received	On March 21, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990223090, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 20, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990223080	Case Was Approved	On May 29, 2019, we approved your Form I-765, Application for Employment Authorization, Receipt Number YSC1990223080. We will mail your approval notice. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990223070	Case Was Received	On March 20, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990223070, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 19, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990223060	Case Was Received	On March 20, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990223060, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 19, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990223050	Case Was Received	On March 21, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990223050, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 20, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990223040	Case Was Received	On March 21, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990223040, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 20, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990223030	Case Was Received	On March 21, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990223030, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by April 20, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990223020	Card Was Mailed To Me	On May 23, 2019, we mailed your new card for your Form I-765, Application for Employment Authorization, Receipt Number YSC1990223020, to the address you gave us.  If you do not receive your card by June 7, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.
